World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank
15,1582,1509329853,Wardevilz,207,warrior,349,Blackpinky,0,0,98,0,72,0,2002909,95
09,1583,1509319176,Arataki,207,warrior,286,R A J A,0,0,75,0,0,0,1876643,76
01,1584,1509214383,Jazzmallow,207,wizard,229,Sri Gala,0,0,72,0,0,0,102755498,9
37,1585,1509193599,Acropolis,207,warrior,321,H Y D R A,0,94,64,71,43,0,81994266,3
37,1586,1507846719,Alexx,207,warrior,294,Unexpected,0,95,65,0,72,0,12392779,10
32,1587,1507513735,Astramidas,207,warrior,331,B A S E,0,0,89,0,84,0,2346537,79
07,1588,1507135162,Darkdreams,207,wizard,282,Last Mercy,0,88,36,0,62,0,13266198,31
02,1589,1506956279,Acuario,207,wizard,227,Gothsterz,0,0,53,0,0,0,859851517,1
02,1590,1505424465,Twinturbo,207,wizard,458,Gothsterz,0,0,54,11,4,0,859851517,1
23,1591,1504909467,Ardian,207,warrior,232,Handler0ne,0,0,79,0,0,0,2743451,62
34,1592,1503888889,Btg,207,warrior,248,L A N L A,0,80,53,0,79,0,91116146,3
11,1593,1503399535,Psyho,207,wizard,282, ,0,0,90,0,0,0,0,0
23,1594,1503317271,Jdanii,207,warrior,375,Dbj,5,0,80,43,32,70,177735958,4
15,1595,1502262398,Piero,207,warrior,261,Ovp,0,0,99,0,0,0,0,0
15,1596,1501774758,Mrsot,207,warrior,246,Deadlysinz,0,0,100,0,0,0,36420969,17
37,1597,1499864698,Whis,207,wizard,296,B L I T Z,0,96,31,0,45,0,27759629,4
01,1598,1497581330,Anonymoouz,207,wizard,252,Life Death,0,0,73,0,0,0,14259557,51
07,1599,1497099453,Eightteen,207,wizard,145, ,0,89,37,0,0,0,0,0
36,1600,1497043587,Kaylen,207,wizard,342,Alcatraz,0,93,32,52,17,0,3956790,30
32,1601,1496730781,Shanks,207,warrior,269,I Am Fine,0,0,90,0,0,0,713848785,1
09,1602,1495360799,Godofdry,207,warrior,294, ,0,0,76,0,0,0,0,0
09,1603,1495170412,Ratuwizard,207,wizard,259, ,0,0,42,0,0,0,0,0
07,1604,1494788171,Dwc,207,wizard,347, ,0,90,38,40,16,0,0,0
09,1605,1494135132,Ancestor,207,warrior,248,D A M A I,0,0,77,0,0,0,96204444,6
07,1606,1493460914,Mrangah,207,warrior,286,Dol Guldur,0,91,53,0,87,0,14619818,29
02,1607,1493353104,Taxii,207,warrior,149,Gothsterz,0,0,85,0,0,0,859851517,1
11,1608,1492521745,Zhanhui,207,wizard,264,Mg Family,0,0,91,0,0,0,20278072,33
34,1609,1492459334,Pain,207,warrior,392,Lapis Baja,0,81,54,10,5,0,16319851,11
01,1610,1492319467,Sellena,207,wizard,318,Turk Team,0,0,74,0,68,0,72772299,12
11,1611,1491917932,Scylinz,207,warrior,364,Holy Nitro,0,0,0,92,54,0,35234136,18
23,1612,1490696168,Playboyz,207,wizard,273,Toxic Pro,0,0,54,0,0,83,3765027,53
15,1613,1490591831,Astros,207,wizard,345,Crown Eye,0,0,45,0,40,0,12271879,33
23,1614,1490336193,Gewitter,207,warrior,328, ,0,0,81,0,67,0,0,0
07,1615,1489356103,Clouddied,207,wizard,292,D3stroy3rz,0,92,39,0,55,0,47950965,18
37,1616,1488234440,Marihuano,207,warrior,312,B L I T Z,0,97,66,86,50,0,27759629,4
07,1617,1486865076,Outlaws,207,warrior,340,7 S I N S,0,93,54,46,30,0,0,0
15,1618,1485959703,Randhani,206,warrior,364, ,0,0,0,80,49,0,0,0
15,1619,1485578700,Solsa,206,wizard,330,3 Brothers,0,0,46,0,54,0,0,0
34,1620,1485474777,Hawkeye,206,wizard,282,X Reunion,0,82,28,76,26,0,49039657,5
35,1621,1484988497,Kendedes,206,warrior,235,New Hunter,0,80,45,0,91,0,4961453,13
33,1622,1482771550,Aquiwo,206,wizard,233,The Prayer,0,0,41,0,98,0,34317780,8
09,1623,1482620589,Hafis,206,wizard,349,Tajudien,0,0,43,53,26,0,3531562,61
23,1624,1479991504,Mrtheo,206,wizard,220,Handler0ne,0,0,55,0,0,0,2743451,62
09,1625,1478227001,Bose,206,warrior,308,The Kings,0,0,78,0,83,0,9688925,44
11,1626,1478197002,Mac,206,wizard,363,D 3 W 4,0,0,92,93,39,0,73450537,8
34,1627,1477709789,Bossc,206,warrior,327,X Reunion,0,83,55,32,22,0,49039657,5
07,1628,1477610917,Numerax,206,wizard,262,Barumain,0,94,40,0,97,0,0,0
09,1629,1477445910,Lxs,206,warrior,302,The Hero,0,0,79,0,97,0,441282249,1
35,1630,1476828798,Junliongz,206,warrior,379,Crows Zero,0,81,46,18,8,0,254940818,3
02,1631,1476818997,Annarick,206,warrior,311,V4lkyrie,0,0,86,0,81,0,12539321,29
07,1632,1475956894,Panglima,206,warrior,264,Last Mercy,0,95,55,0,0,0,13266198,31
07,1633,1474841506,Beastlord,206,wizard,245,Barumain,0,96,41,0,0,0,0,0
01,1634,1474737708,Sveen,206,wizard,244,Sri Gala,0,0,75,0,0,0,102755498,9
36,1635,1474143085,Blacknox,206,warrior,271,Alcatraz,0,94,62,0,87,0,3956790,30
02,1636,1473813563,Honor,206,warrior,295,W C W,0,0,87,0,0,0,66681551,9
32,1637,1473779832,Srpower,206,warrior,218,Bamdietta,0,0,91,0,0,0,2821811,71
02,1638,1473758354,Yasuni,206,wizard,293, ,0,0,55,0,76,0,0,0
01,1639,1473475041,Beefor,206,wizard,336,Dead End,0,0,76,0,46,0,21901493,35
07,1640,1472947288,Lyudmila,206,wizard,313,Life Alone,0,97,42,95,38,0,192421753,2
32,1641,1471749322,Ryukenz,206,warrior,293,Militaryw8,0,0,92,0,0,0,115005099,6
33,1642,1471637320,Vihara,206,wizard,296,Texas,0,0,42,0,48,0,548214731,1
23,1643,1471127388,Hatoryy,206,wizard,228, ,0,0,56,0,0,0,0,0
37,1644,1470897171,Sacrefice,206,warrior,350,Full House,0,98,67,44,28,0,6162444,16
09,1645,1469980067,Rizmyka,206,wizard,248, ,0,0,44,0,0,0,0,0
34,1646,1468926191,Tankjr,206,wizard,259,Red Cherry,0,84,29,0,44,0,2049904,25
15,1647,1468783712,Nims,206,wizard,490,Hakka,0,0,47,5,1,0,464833013,2
23,1648,1468716213,Keparatz,206,warrior,365,P E A C E,0,0,82,57,38,0,41404016,13
37,1649,1468676356,Xscatcher,206,wizard,252,H Y D R A,0,99,32,0,77,0,81994266,3
35,1650,1467449787,Srgrey,206,warrior,351,Br Comanda,0,82,47,31,17,0,17502651,7
33,1651,1467044146,Datuksem,206,warrior,266,L A N L A,0,0,74,0,98,0,113475823,3
23,1652,1466959840,Creater,206,warrior,396,Angkor Kh,8,0,83,26,18,41,41856276,12
34,1653,1466427964,Ancestors,206,warrior,202,Icecreams,0,85,56,0,0,0,1893012,27
23,1654,1465859237,Batamheart,206,wizard,234, ,5,0,57,0,0,93,0,0
23,1655,1465437031,Inferna,206,warrior,274,Clan Senju,0,0,84,0,0,0,28352863,17
37,1656,1465215793,Liliz,206,warrior,390,H Y D R A,0,100,68,27,17,0,81994266,3
32,1657,1463085484,Gems,206,warrior,303,Phbuddies,0,0,93,0,0,0,21933463,23
09,1658,1463033890,Pawarenjer,206,warrior,386,New Born,0,0,80,22,10,0,43573161,13
09,1659,1461307018,Elveryx,206,wizard,312,R A J A,0,0,45,0,54,0,1876643,76
36,1660,1460994567,Md,206,wizard,409,Imperio,0,95,33,12,4,0,2272218,34
11,1661,1460634908,Gwb,206,wizard,386,Hayhar,0,0,93,52,23,0,0,0
07,1662,1460347172,Zoper,206,warrior,231,Th3 Army,0,98,56,0,0,0,7985724,41
37,1663,1459065847,Victoria,206,warrior,290,H Y D R A,0,0,69,0,74,0,81994266,3
33,1664,1459020709,Knight,206,warrior,293,Darkock,0,0,75,0,74,0,0,0
37,1665,1457861542,Hinatta,206,wizard,164,Beast Mode,0,0,33,0,0,0,193647090,1
32,1666,1457006121,Sinven,205,warrior,329,Happygh0st,0,0,94,0,89,0,2126480,84
07,1667,1454328295,Hoodboy,205,warrior,403,Last Mercy,0,99,57,14,8,0,13266198,31
35,1668,1453777379,Stargirl,205,wizard,310,New Star,0,83,36,57,26,0,544357335,1
37,1669,1453607885,Fiii,205,wizard,329,Beast Mode,0,0,34,65,26,0,193647090,1
02,1670,1452699677,Srslayer,205,warrior,339,R T F,0,0,88,83,53,0,45275170,11
02,1671,1452009667,Alchemik,205,warrior,258,Go Arena,0,0,89,0,0,0,26210840,15
33,1672,1449619018,Iil,205,wizard,186,8 Dewa,0,0,43,0,0,0,156051651,2
36,1673,1448576873,Randyleon,205,warrior,188,Happiness,0,96,63,0,0,0,47141704,4
01,1674,1448318525,Amoon,205,wizard,267,Akatsuk,0,0,77,0,0,0,44011303,18
09,1675,1446921544,Karz,205,wizard,255,Renovation,0,0,46,0,0,0,0,0
23,1676,1446830918,Aurorans,205,warrior,262,Angkor Kh,2,0,85,0,0,81,41856276,12
11,1677,1445130225,Valentinez,205,wizard,271,G3n3r4ti0n,0,0,94,0,0,0,0,0
32,1678,1443985202,Cvza,205,warrior,338,I Am Fine,0,0,95,0,73,0,713848785,1
11,1679,1443676437,Meteors,205,warrior,377,Lovenlive,0,0,0,72,40,0,438317429,1
15,1680,1443507535,Mst,205,wizard,261,Red Zone,0,0,48,0,0,0,16121546,28
01,1681,1441420968,Hijaudaun,205,warrior,338,After Rain,0,0,0,0,65,0,32832263,23
33,1682,1441265274,Piton,205,warrior,235,H O N O R,5,0,76,0,0,66,5123924,28
37,1683,1441158210,Isis,205,wizard,421,Risingstar,0,0,35,15,2,0,2168945,32
35,1684,1439516475,Javiiers,205,wizard,281,Br Comanda,0,84,37,98,45,0,17502651,7
33,1685,1439384134,Miu,205,wizard,297,L A N L A,0,0,44,0,46,0,113475823,3
01,1686,1437959652,Coffee,205,wizard,81,The Best,0,0,78,0,0,0,0,0
01,1687,1437544658,Lastshadow,205,wizard,242,Life Death,0,0,79,0,0,0,14259557,51
36,1688,1437364548,Bluecesper,205,wizard,378,Blaclover,0,97,34,26,12,0,8338676,21
07,1689,1437009511,Hyperfury,205,wizard,231,Barumain,0,100,43,0,0,0,0,0
32,1690,1436227072,Helianthus,205,wizard,342, ,0,0,52,0,38,0,0,0
33,1691,1435909409,Xindent,205,wizard,395,8 Dewa,0,0,45,33,14,0,156051651,2
35,1692,1434628197,Nzero,205,warrior,445,Guardioes,0,85,48,4,3,0,3750748,18
35,1693,1434408940,Deathcorps,205,warrior,294,Br Comanda,0,86,49,78,40,0,17502651,7
34,1694,1434266567,Skylover,205,wizard,295,Asgard,0,86,30,60,18,0,81839505,4
09,1695,1433446233,Mrxynzo,205,warrior,267,Royalmist,0,0,81,0,0,0,252761506,2
32,1696,1433431042,Hangsebat,205,warrior,360,Y 2 K,0,0,96,72,49,0,0,0
35,1697,1432962219,Darkangel,205,wizard,326,Br Comanda,0,87,38,46,24,0,17502651,7
37,1698,1432623392,Kurapu,205,wizard,353,Snitch V,0,0,36,41,15,0,2673182,27
32,1699,1432343046,Giselleaa,205,wizard,360,B A S E,0,0,53,73,25,0,2346537,79
37,1700,1431553056,Elsie,205,warrior,276,Beast Mode,0,0,70,0,88,0,193647090,1
09,1701,1431478281,Dxc,205,wizard,289,Dark Souls,0,0,47,0,78,0,27889124,20
01,1702,1431108957,Chemistry,205,wizard,212,After Rain,0,0,80,0,0,0,32832263,23
33,1703,1430389588,Evilaangel,205,wizard,191,End Game,0,0,46,0,0,0,15505092,14
37,1704,1430217819,Rixestopbr,205,warrior,550,Senhores,0,0,71,1,1,0,6057960,17
09,1705,1429945948,Jinxvv,205,wizard,211, ,0,0,48,0,0,0,0,0
02,1706,1429768435,Primocr,205,wizard,214,Gothsterz,0,0,56,0,0,0,859851517,1
09,1707,1428463349,Gandolfo,204,wizard,284,New Born,0,0,49,0,91,0,43573161,13
15,1708,1428155369,Youkingz,204,warrior,407,Y O U,20,0,0,36,22,1,396899359,3
01,1709,1427555232,Ammi,204,wizard,191,The Best,0,0,81,0,0,0,0,0
09,1710,1426895739,Besttwo,204,warrior,309,G O D,0,0,82,0,80,0,39615790,15
15,1711,1426294520,Smolker,204,wizard,226,3 Brothers,0,0,49,0,0,0,0,0
07,1712,1426287932,Rykudou,204,wizard,243,In Love,0,0,44,0,0,0,28630062,22
07,1713,1425992949,Bimasaktix,204,wizard,240,L T U,0,0,45,0,0,0,0,0
32,1714,1425923726,Arcee,204,wizard,338,5 G G 5,0,0,54,0,46,0,17455939,27
36,1715,1425455156,Apollo,204,wizard,291,Princess,0,98,35,0,42,0,111321691,2
23,1716,1424283885,Bigbosss,204,wizard,385,Angkor Kh,13,0,58,35,9,21,41856276,12
01,1717,1424007424,Hikoki,204,wizard,329, ,0,0,82,0,48,0,0,0
33,1718,1423274299,Shinsei,204,warrior,355, ,0,0,77,51,30,0,0,0
23,1719,1422981534,Weizlin,204,wizard,219,P E A C E,0,0,59,0,0,0,41404016,13
15,1720,1422499623,Galneryus,204,wizard,294, ,0,0,50,0,0,0,0,0
01,1721,1422438866,Champions,204,wizard,440,8dewa,0,0,83,18,9,0,0,0
33,1722,1421916764,Midori,204,warrior,352,8 Dewa,0,0,78,54,32,0,156051651,2
07,1723,1420723599,Paliayam,204,wizard,186,Last Mercy,15,0,46,0,0,20,13266198,31
02,1724,1420199031,Darkjack,204,warrior,209,Gothsterz,0,0,90,0,0,0,859851517,1
36,1725,1420159412,Nekochan,204,warrior,308,Kbbn,0,99,64,93,63,0,1847783,36
01,1726,1419684004,Massaraty,204,wizard,319,Dead End,0,0,84,0,65,0,21901493,35
37,1727,1419569321,Boyy,204,warrior,253,Unexpected,0,0,72,0,0,0,12392779,10
33,1728,1417916235,Xjapan,204,wizard,318,8 Dewa,0,0,47,92,34,0,156051651,2
37,1729,1416254062,Siansiie,204,warrior,290, ,0,0,73,0,73,0,0,0
32,1730,1415591996,Dendela,204,wizard,304, ,0,0,55,0,93,0,0,0
11,1731,1415558358,Buket,204,wizard,265,Holy Nitro,0,0,95,0,0,0,35234136,18
32,1732,1410398172,Fxgemx,204,wizard,249,Militaryw8,0,0,56,0,0,0,115005099,6
34,1733,1409951324,Ivonie,204,warrior,215,Hakka,0,87,57,0,0,0,16482665,10
02,1734,1409368718,Reket,204,warrior,172,Go Arena,0,0,91,0,0,0,26210840,15
11,1735,1408509227,None,204,warrior,429,The Master,20,0,0,16,10,3,0,0
09,1736,1408337765,Erlangshen,204,warrior,285,The Hero,0,0,83,0,0,0,441282249,1
36,1737,1408027777,Kendo,204,wizard,253,Blaclover,0,100,36,0,60,0,8338676,21
02,1738,1407552319,Kamikaze,204,warrior,328,R T F,5,0,92,0,66,84,45275170,11
11,1739,1407072266,Qkum,204,warrior,351, ,0,0,0,0,70,0,0,0
09,1740,1405726354,Gremory,204,warrior,263,M V P,0,0,84,0,0,0,13915659,35
32,1741,1405033939,Animee,204,wizard,369,Happygh0st,0,0,57,61,18,0,2126480,84
33,1742,1404868171,Garviel,204,warrior,335,L A N L A,0,0,79,72,48,0,113475823,3
09,1743,1404782642,Renn,204,wizard,278,D A M A I,0,0,50,0,99,0,96204444,6
11,1744,1404413533,Robbinson,204,wizard,294,8 Dewa,0,0,96,0,0,0,15884348,41
02,1745,1403780175,Kwiecisty,204,warrior,239,Gothsterz,0,0,93,0,0,0,859851517,1
33,1746,1403454668,Keparatz,204,warrior,396,Admiral,0,0,80,32,19,0,2257050,50
02,1747,1402025677,Pcebong,204,warrior,327,Dream Team,0,0,94,0,67,0,186655044,4
23,1748,1401995269,Abanchou,204,warrior,271,Salegold,0,0,86,0,0,0,16229929,22
01,1749,1401853439,Mercurio,204,wizard,176, ,0,0,85,0,0,0,0,0
32,1750,1401731783,Jcproudz,204,wizard,456,Solo Army,0,0,58,8,4,0,338461959,2
02,1751,1401210381,Fish,203,warrior,406,Gothsterz,0,0,95,25,18,0,859851517,1
33,1752,1400752700,Zoker,203,wizard,239, ,0,0,48,0,94,0,0,0
34,1753,1400748667,Rindou,203,warrior,236,L A N L A,0,88,58,0,94,0,91116146,3
11,1754,1400054570,Adventurer,203,wizard,571,The Master,14,0,97,1,1,9,0,0
11,1755,1399726830,Snowy,203,wizard,311,Legends Id,0,0,98,0,96,0,11234414,49
32,1756,1399710038,Blackbully,203,wizard,243,Solo Army,0,0,59,0,0,0,338461959,2
33,1757,1397561097,Peachies,203,warrior,293,8 Dewa,0,0,81,0,73,0,156051651,2
09,1758,1397047278,Chue,203,wizard,329,The Hero,0,0,51,89,42,0,441282249,1
07,1759,1396937257,Morthor,203,warrior,285, ,0,0,58,0,90,0,0,0
32,1760,1395857258,Brochupl,203,wizard,218,Haoxiangni,0,0,60,0,0,0,134602058,5
15,1761,1395539300,Denrock,203,wizard,384,Messsilent,0,0,51,51,22,0,328487362,4
35,1762,1395291832,Gaara,203,wizard,247,Br Comanda,0,88,39,0,67,0,17502651,7
09,1763,1394862811,Yamaguchi,203,wizard,237,7mafia,0,0,52,0,0,0,0,0
02,1764,1394088940,Harly,203,wizard,208,R T F,0,0,57,0,0,0,45275170,11
15,1765,1393631475,Dominant,203,wizard,242, ,0,0,52,0,0,0,0,0
23,1766,1392518268,Skyla,203,warrior,285,Love12,0,0,87,0,0,0,13301582,31
07,1767,1391881508,Kadge,203,warrior,162,Th3 Army,0,0,59,0,0,0,7985724,41
15,1768,1391820077,Zalvs,203,wizard,255, ,0,0,53,0,0,0,0,0
32,1769,1391742522,Mods,203,warrior,295, ,0,0,97,0,0,0,0,0
35,1770,1391268942,Glayra,203,warrior,409,Br Comanda,0,89,50,10,5,0,17502651,7
23,1771,1389460916,Volvo,203,wizard,172, ,0,0,60,0,0,0,0,0
02,1772,1388861484,Dozi,203,wizard,335,Gothsterz,0,0,58,89,33,0,859851517,1
15,1773,1388714039,Aliexandra,203,warrior,530,Blackpinky,0,0,0,2,2,0,2002909,95
33,1774,1387118367,Soju,203,warrior,243,The Prayer,0,0,82,0,0,0,34317780,8
11,1775,1386544034,Chingang,203,wizard,308,Mg Family,0,0,99,0,99,0,20278072,33
02,1776,1386307250,Jebatx,203,warrior,310,No Chance,0,0,96,0,82,0,0,0
07,1777,1386184438,Gotsack,203,warrior,244,Life Alone,0,0,60,0,0,0,192421753,2
02,1778,1385765020,Sartassa,203,warrior,523,Gothsterz,0,0,97,1,1,0,859851517,1
37,1779,1385359918,Qixion,203,wizard,318,H Y D R A,0,0,37,74,30,0,81994266,3
34,1780,1384740679,Hyperaiy,203,warrior,244,Game Over,0,89,59,0,84,0,48111925,6
02,1781,1384163650,Knyght,203,warrior,236,R T F,0,0,98,0,0,0,45275170,11
09,1782,1383634290,Brohota,203,warrior,306,S W A T,5,0,85,0,86,74,25787976,23
02,1783,1383374274,Illlllll,203,warrior,286,Pau Mole,0,0,99,0,0,0,0,0
32,1784,1382822417,Leeza,203,warrior,197, ,0,0,98,0,0,0,0,0
37,1785,1382768800,Bluedevil,203,warrior,347,H Y D R A,0,0,74,49,31,0,81994266,3
02,1786,1382160177,Boyzx,203,wizard,371,Avatar War,0,0,59,47,16,0,566030220,2
35,1787,1381528976,Bkgcria,203,warrior,268, ,0,90,51,0,60,0,0,0
02,1788,1381094647,Morninstar,203,wizard,302,Brazil Top,0,0,60,0,64,0,277979883,3
34,1789,1381088808,Gun,203,wizard,266, ,0,90,31,99,35,0,0,0
11,1790,1380720253,Icphom,203,warrior,267,Legends Id,5,0,0,0,0,48,11234414,49
09,1791,1380425953,Hazard,203,warrior,253,D A M A I,0,0,86,0,0,0,96204444,6
11,1792,1379006245,Wishes,203,warrior,340,Babys,0,0,0,0,84,0,0,0
09,1793,1377757845,Moooney,203,warrior,326,D A M A I,0,0,87,95,52,0,96204444,6
32,1794,1376489764,Vivisteria,203,wizard,243,Militaryw8,0,0,61,0,0,0,115005099,6
34,1795,1376269750,Hyperice,203,warrior,268,X Reunion,0,91,60,94,62,0,49039657,5
34,1796,1375394183,Rexa,203,warrior,388,L A N L A,0,92,61,12,7,0,91116146,3
02,1797,1374458722,Coffeemilk,203,wizard,289, ,0,0,61,0,86,0,0,0
11,1798,1374375875,Everlyn,203,wizard,224, ,0,0,100,0,0,0,0,0
01,1799,1373653098,Cateroide,202,wizard,296,Game Over,0,0,86,0,90,0,91231635,10
37,1800,1372622052,Babykingz,202,warrior,379,H Y D R A,0,0,75,32,20,0,81994266,3
35,1801,1371599202,Bklycemar,202,warrior,316,Guardioes,0,91,52,52,28,0,3750748,18
23,1802,1370998736,Deoxys,202,wizard,267,The Last,0,0,61,0,0,0,10067606,37
07,1803,1370930944,Raden,202,warrior,227,The Killer,0,0,61,0,0,0,0,0
01,1804,1370832665,Myplace,202,wizard,82,The Best,0,0,87,0,0,0,0,0
32,1805,1370825869,Fonix,202,warrior,349,I Am Fine,0,0,99,92,60,0,713848785,1
23,1806,1369360892,Touchme,202,warrior,320,Handler0ne,0,0,88,0,79,0,2743451,62
15,1807,1369203566,Elbanjarie,202,wizard,267,R B B C,0,0,54,0,0,0,2428011,85
02,1808,1369195931,Cartucho,202,warrior,281,Hell Zone,0,0,100,0,0,0,16883729,21
33,1809,1368341812,Zion,202,warrior,336,8 Dewa,0,0,83,68,43,0,156051651,2
23,1810,1367920105,Fengyi,202,wizard,252,The Last,0,0,62,0,0,0,10067606,37
33,1811,1367887488,Greece,202,wizard,281,The Prayer,0,0,49,0,57,0,34317780,8
01,1812,1366447225,Godofhate,202,wizard,169,The Best,0,0,88,0,0,0,0,0
07,1813,1365324411,Darksleep,202,warrior,163,World18,0,0,62,0,0,0,58177357,13
09,1814,1365202702,Naruma,202,warrior,150, ,0,0,88,0,0,0,0,0
32,1815,1364545726,Kenzo,202,wizard,268,90s,0,0,62,0,0,0,8389414,45
33,1816,1364224671,Ratulanla,202,warrior,191,L A N L A,20,0,84,0,0,3,113475823,3
01,1817,1364196613,Zigfryed,202,warrior,388,Blackheros,0,0,0,46,25,0,239089035,3
36,1818,1363442219,Manooa,202,wizard,327,Alcatraz,0,0,37,72,23,0,3956790,30
35,1819,1362517435,Camata,202,wizard,307,New Star,0,92,40,62,30,0,544357335,1
32,1820,1362052792,Versailles,202,warrior,256,Solo Army,0,0,100,0,0,0,338461959,2
32,1821,1360867895,Edylord,202,wizard,237,Annarchy,0,0,63,0,0,0,3079432,69
01,1822,1360593915,Sanorah,202,wizard,199,Game Over,0,0,89,0,0,0,91231635,10
01,1823,1360435628,Beowulf,202,warrior,315,Dead End,0,0,0,0,99,0,21901493,35
01,1824,1360332909,Endgame,202,wizard,272,T6tiau,0,0,90,0,0,0,33030886,22
37,1825,1360289402,Thaisiie,202,wizard,312,H Y D R A,0,0,38,85,36,0,81994266,3
09,1826,1360135450,Binancea,202,warrior,319,D A M A I,0,0,89,0,56,0,96204444,6
09,1827,1359096621,Exzora,202,warrior,313,The Braves,0,0,90,0,73,0,0,0
35,1828,1358880163,Dheckpalla,202,warrior,244,Br Comanda,0,93,53,0,83,0,17502651,7
11,1829,1358794244,Faikui,202,wizard,288,1 St,5,0,0,0,0,81,35226766,19
09,1830,1358737725,Blacksan,202,warrior,325,M V P,0,0,91,98,54,0,13915659,35
15,1831,1358626490,Aquagoreng,202,wizard,277,A Qu A,0,0,55,0,0,0,0,0
15,1832,1358306661,Sultanzzz,202,wizard,280,All Of One,0,0,56,0,0,0,20901316,23
32,1833,1357387912,Gigift,202,wizard,188, ,0,0,64,0,0,0,0,0
23,1834,1356901243,Zeann,202,wizard,298,P E A C E,0,0,63,0,75,0,41404016,13
09,1835,1356899371,Saturnoa,202,warrior,250,M V P,0,0,92,0,0,0,13915659,35
09,1836,1356825172,Dazrran,202,warrior,294,Gold Roger,0,0,93,0,0,0,44956624,11
01,1837,1355548474,Tarusty,202,wizard,267,Akatsuk,0,0,91,0,0,0,44011303,18
37,1838,1354580051,Masterwong,202,warrior,267,Nusantara,0,0,76,0,0,0,2811211,25
11,1839,1353360313,Ftaaa,202,warrior,382,King Lv70,0,0,0,63,36,0,0,0
23,1840,1353082421,Darkwizs,202,wizard,264,Handler0ne,0,0,64,0,0,0,2743451,62
07,1841,1352502051,Uqasha,202,wizard,325, ,0,0,47,63,25,0,0,0
15,1842,1352342562,Angie,202,wizard,171,The Dust,0,0,57,0,0,0,79526939,10
09,1843,1351489735,Renx,202,warrior,291,D A M A I,0,0,94,0,0,0,96204444,6
01,1844,1350295500,Yuvia,202,wizard,214,After Rain,0,0,92,0,0,0,32832263,23
36,1845,1350084134,Hajiyas,202,warrior,341,Rudeboyz,0,0,65,54,39,0,12366203,15
01,1846,1349550432,Dragwar,202,warrior,335,Sri Gala,15,0,0,0,73,16,102755498,9
23,1847,1348602147,Ancestor,202,warrior,365,Angkor Kh,0,0,89,56,39,0,41856276,12
15,1848,1347454723,Biplas,202,wizard,181,The Dust,0,0,58,0,0,0,79526939,10
01,1849,1347343848,Bleachbr,202,wizard,193, ,0,0,93,0,0,0,0,0
01,1850,1347067442,Batman,202,warrior,353, ,0,0,0,83,48,0,0,0
36,1851,1347045030,Bamasa,202,wizard,140,Blaclover,0,0,38,0,0,0,8338676,21
36,1852,1346734526,Mariwaka,201,wizard,305, ,0,0,39,97,32,0,0,0
32,1853,1346057010,Enigmoa,201,warrior,320,Jsjsdshoku,0,0,0,0,100,0,0,0
35,1854,1345664272,Xien,201,wizard,293,Santai Sja,0,94,41,81,41,0,3621246,19
09,1855,1345540977,Ax,201,warrior,361,D A M A I,0,0,95,41,21,0,96204444,6
38,1856,1345344053,Taka,201,warrior,236,Spears,0,1,1,6,5,0,19649346,1
23,1857,1344920197,Furyclaw,201,warrior,257,Clan Senju,0,0,90,0,0,0,28352863,17
09,1858,1344701619,Mzluvly,201,warrior,352,New Born,0,0,96,50,27,0,43573161,13
23,1859,1344675249,Radex,201,warrior,290,Handler0ne,0,0,91,0,0,0,2743451,62
07,1860,1344471494,Dyee,201,warrior,257,Life Alone,5,0,63,0,0,58,192421753,2
37,1861,1344169221,Newpower,201,warrior,353, ,0,0,77,40,26,0,0,0
34,1862,1343337927,Cute,201,wizard,240,Game Over,0,93,32,0,52,0,48111925,6
32,1863,1343292484,Mriz,201,warrior,244,Death Wars,10,0,0,0,0,30,0,0
23,1864,1342684632,Jinwu,201,wizard,222,The Last,0,0,65,0,0,0,10067606,37
01,1865,1341957996,Russia,201,warrior,329,T6tiau,0,0,0,0,83,0,33030886,22
02,1866,1341946821,Keruba,201,wizard,255,Newchibata,0,0,62,0,0,0,183437419,5
02,1867,1341547131,Syifa,201,wizard,323,V4lkyrie,0,0,63,0,45,0,12539321,29
01,1868,1341481758,Bandolero,201,warrior,317,Life Death,0,0,0,0,97,0,14259557,51
09,1869,1341334476,Waitformea,201,warrior,459,D A M A I,0,0,97,2,2,0,96204444,6
01,1870,1341021381,Rxvxll,201,wizard,311,Akatsuk,0,0,94,0,76,0,44011303,18
01,1871,1339698026,Turkanator,201,wizard,112,The Best,0,0,95,0,0,0,0,0
37,1872,1339571267,Laosking,201,warrior,356, ,0,0,78,39,25,0,0,0
35,1873,1339358394,Realistajw,201,warrior,245,Ekipa,0,95,54,0,82,0,2113649,30
11,1874,1339294118,Axea,201,wizard,348,Thung Simm,0,0,0,0,53,0,22170837,30
36,1875,1338788614,Kingbajau,201,warrior,319, ,0,0,66,83,55,0,0,0
35,1876,1337473941,Tie,201,warrior,263,New Star,0,96,55,0,62,0,544357335,1
09,1877,1336903084,Headhuntrs,201,warrior,220,Tajudien,0,0,98,0,0,0,3531562,61
09,1878,1336815809,Grande,201,warrior,319,Level Up,0,0,99,0,55,0,4398312,57
37,1879,1336172516,Levinho,201,warrior,226,Unexpected,0,0,79,0,0,0,12392779,10
