World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,ExpPoints Formatted
02,3862,203302153,Srcanser,126,warrior,133,D A M N,0,0,0,0,0,100,0,0,4.066.043,10.165.108,20.330.215,10.165.108,4.066.043,0,203.302.153
01,3863,203195297,Raistlin,126,wizard,366,Old Tibia,0,0,0,71,30,0,18729609,40,4.063.906,10.159.765,20.319.530,10.159.765,4.063.906,0,203.195.297
34,3864,202679596,Leader,126,wizard,190,X Reunion,0,0,0,0,83,0,49039657,5,4.053.592,10.133.980,20.267.960,10.133.980,4.053.592,0,202.679.596
23,3865,202599079,Movan,126,warrior,326, ,0,0,0,0,72,0,0,0,4.051.982,10.129.954,20.259.908,10.129.954,4.051.982,0,202.599.079
36,3866,202354643,Mercy,126,warrior,175,A 1 M,10,0,0,0,0,33,117919,92,4.047.093,10.117.732,20.235.464,10.117.732,4.047.093,0,202.354.643
15,3867,202064342,Jailan,126,wizard,320,Cau Sot,0,0,0,0,69,0,27974805,20,4.041.287,10.103.217,20.206.434,10.103.217,4.041.287,0,202.064.342
07,3868,201627954,Dewakuning,126,wizard,324,Fantasy X,0,0,0,68,27,0,3390779,71,4.032.559,10.081.398,20.162.795,10.081.398,4.032.559,0,201.627.954
36,3869,201564255,Zioth,126,warrior,192,A 1 M,10,0,0,0,0,29,117919,92,4.031.285,10.078.213,20.156.426,10.078.213,4.031.285,0,201.564.255
07,3870,200604433,Starcrft,126,warrior,307,Dol Guldur,0,0,0,0,64,0,14619818,29,4.012.089,10.030.222,20.060.443,10.030.222,4.012.089,0,200.604.433
09,3871,200477203,Tinya,126,warrior,316, ,0,0,0,0,63,0,0,0,4.009.544,10.023.860,20.047.720,10.023.860,4.009.544,0,200.477.203
32,3872,200417255,Ramadani,126,warrior,165,I Am Jahat,5,0,0,0,0,50,3680022,62,4.008.345,10.020.863,20.041.726,10.020.863,4.008.345,0,200.417.255
38,3873,199598819,Newbie,125,warrior,176,Spears,0,63,49,50,43,0,19649346,1,3.991.976,9.979.941,19.959.882,9.979.941,3.991.976,0,199.598.819
15,3874,198684695,Lamar,125,wizard,207,Moebius,1,0,0,0,0,94,0,0,3.973.694,9.934.235,19.868.470,9.934.235,3.973.694,0,198.684.695
02,3875,198613892,Wizlex,125,wizard,341,Gothsterz,0,0,0,81,29,0,859851517,1,3.972.278,9.930.695,19.861.389,9.930.695,3.972.278,0,198.613.892
07,3876,198408252,Naksu,125,warrior,147,Life Alone,5,0,0,0,0,60,192421753,2,3.968.165,9.920.413,19.840.825,9.920.413,3.968.165,0,198.408.252
07,3877,198118703,Ziysya,125,warrior,108,In Love,5,0,0,0,0,77,28630062,22,3.962.374,9.905.935,19.811.870,9.905.935,3.962.374,0,198.118.703
33,3878,198022325,Magido,125,wizard,101,H E X,5,0,0,0,0,79,0,0,3.960.446,9.901.116,19.802.232,9.901.116,3.960.446,0,198.022.325
01,3879,197100284,Sieusao,125,warrior,70,Viet Nam,5,0,0,0,0,57,0,0,3.942.006,9.855.014,19.710.028,9.855.014,3.942.006,0,197.100.284
38,3880,196760402,Gshot,125,warrior,153,Team Work,0,64,50,80,64,0,7055650,6,3.935.208,9.838.020,19.676.040,9.838.020,3.935.208,0,196.760.402
09,3881,195869587,Panselaa,125,warrior,309, ,0,0,0,0,82,0,0,0,3.917.392,9.793.479,19.586.959,9.793.479,3.917.392,0,195.869.587
36,3882,195668016,Prozazaa,125,warrior,298,Blaclover,0,0,0,0,71,0,8338676,21,3.913.360,9.783.401,19.566.802,9.783.401,3.913.360,0,195.668.016
33,3883,195435455,Mrsaitan,125,wizard,246, ,0,0,0,0,88,0,0,0,3.908.709,9.771.773,19.543.546,9.771.773,3.908.709,0,195.435.455
32,3884,195229132,Hylos,125,wizard,321, ,0,0,0,0,69,0,0,0,3.904.583,9.761.457,19.522.913,9.761.457,3.904.583,0,195.229.132
11,3885,195092633,Katey,125,wizard,320,Singers,0,0,0,0,83,0,0,0,3.901.853,9.754.632,19.509.263,9.754.632,3.901.853,0,195.092.633
36,3886,195005638,Cornellia,125,warrior,265,Indomaret,0,0,0,0,93,0,0,0,3.900.113,9.750.282,19.500.564,9.750.282,3.900.113,0,195.005.638
32,3887,195004993,Skulreaper,125,wizard,178,I Am Jahat,5,0,0,0,0,61,3680022,62,3.900.100,9.750.250,19.500.499,9.750.250,3.900.100,0,195.004.993
38,3888,194675201,Mgxmelly,125,warrior,215,Spears,0,65,51,11,9,0,19649346,1,3.893.504,9.733.760,19.467.520,9.733.760,3.893.504,0,194.675.201
32,3889,194087483,Overlords,125,warrior,149,I Love U,1,0,0,0,0,97,0,0,3.881.750,9.704.374,19.408.748,9.704.374,3.881.750,0,194.087.483
37,3890,194054784,Bageri,125,wizard,220, ,0,0,0,0,97,0,0,0,3.881.096,9.702.739,19.405.478,9.702.739,3.881.096,0,194.054.784
15,3891,194052492,Lightss,125,warrior,181,True Love,15,0,0,0,0,17,0,0,3.881.050,9.702.625,19.405.249,9.702.625,3.881.050,0,194.052.492
38,3892,193580535,Tfue,124,warrior,113,K I N G,15,66,52,0,0,17,4888017,8,3.871.611,9.679.027,19.358.054,9.679.027,3.871.611,0,193.580.535
23,3893,192920507,Perhatian,124,warrior,316,P E A C E,0,0,0,0,84,0,41404016,13,3.858.410,9.646.025,19.292.051,9.646.025,3.858.410,0,192.920.507
36,3894,192643262,Saifulbtc,124,wizard,222,Happiness,0,0,0,0,75,0,47141704,4,3.852.865,9.632.163,19.264.326,9.632.163,3.852.865,0,192.643.262
38,3895,192194094,Tshiro,124,warrior,139,Spears,0,67,53,96,80,0,19649346,1,3.843.882,9.609.705,19.219.409,9.609.705,3.843.882,0,192.194.094
38,3896,191806069,Mgxqueen,124,wizard,123,Spears,0,68,15,0,28,0,19649346,1,3.836.121,9.590.303,19.180.607,9.590.303,3.836.121,0,191.806.069
36,3897,191103365,Helllord,124,wizard,181,Rudeboyz,15,0,0,0,0,19,12366203,15,3.822.067,9.555.168,19.110.336,9.555.168,3.822.067,0,191.103.365
33,3898,190514539,Darkblack,124,wizard,281,Hypercore,0,0,0,0,56,0,727528,87,3.810.291,9.525.727,19.051.454,9.525.727,3.810.291,0,190.514.539
38,3899,190463439,Aiy,124,warrior,151,M1d Ni9ht,0,69,54,82,66,0,1017052,19,3.809.269,9.523.172,19.046.344,9.523.172,3.809.269,0,190.463.439
11,3900,190379902,Provodkalt,124,warrior,90,De4dlegnd,5,0,0,0,0,79,0,0,3.807.598,9.518.995,19.037.990,9.518.995,3.807.598,0,190.379.902
11,3901,190338113,Snipers,124,warrior,272,Legends Id,5,0,0,0,0,57,11234414,49,3.806.762,9.516.906,19.033.811,9.516.906,3.806.762,0,190.338.113
38,3902,190125863,Mgchaosity,124,warrior,200,Spears,0,70,55,27,24,0,19649346,1,3.802.517,9.506.293,19.012.586,9.506.293,3.802.517,0,190.125.863
02,3903,188938838,Mrgocu,124,warrior,150,Mr T E A M,5,0,0,0,0,63,7019680,38,3.778.777,9.446.942,18.893.884,9.446.942,3.778.777,0,188.938.838
07,3904,188458658,Khukhu,124,wizard,272, ,0,0,0,0,83,0,0,0,3.769.173,9.422.933,18.845.866,9.422.933,3.769.173,0,188.458.658
11,3905,187800409,Johncoida,124,wizard,316, ,0,0,0,0,85,0,0,0,3.756.008,9.390.020,18.780.041,9.390.020,3.756.008,0,187.800.409
37,3906,187776317,Booster,124,wizard,129, ,20,0,0,0,0,4,0,0,3.755.526,9.388.816,18.777.632,9.388.816,3.755.526,0,187.776.317
23,3907,187399751,Falentesia,123,wizard,291, ,0,0,0,0,85,0,0,0,3.747.995,9.369.988,18.739.975,9.369.988,3.747.995,0,187.399.751
07,3908,187352545,Alvito,123,wizard,272, ,0,0,0,0,79,0,0,0,3.747.051,9.367.627,18.735.254,9.367.627,3.747.051,0,187.352.545
33,3909,186527593,Variowizar,123,wizard,116,Admiral,5,0,0,0,0,86,2257050,50,3.730.552,9.326.380,18.652.759,9.326.380,3.730.552,0,186.527.593
15,3910,185951974,Bansal,123,warrior,337,Nostalgila,0,0,0,0,90,0,0,0,3.719.039,9.297.599,18.595.197,9.297.599,3.719.039,0,185.951.974
15,3911,185345894,Anangfahri,123,wizard,339, ,0,0,0,0,45,0,0,0,3.706.918,9.267.295,18.534.589,9.267.295,3.706.918,0,185.345.894
15,3912,185214045,Artmkiss,123,wizard,305,The Dust,0,0,0,0,93,0,79526939,10,3.704.281,9.260.702,18.521.404,9.260.702,3.704.281,0,185.214.045
07,3913,185183751,Bellz,123,warrior,286, ,0,0,0,0,88,0,0,0,3.703.675,9.259.188,18.518.375,9.259.188,3.703.675,0,185.183.751
34,3914,185152277,Leterushir,123,wizard,224,None,0,0,0,0,63,0,0,0,3.703.046,9.257.614,18.515.228,9.257.614,3.703.046,0,185.152.277
02,3915,184945442,Atario,123,wizard,283,Gothsterz,0,0,0,0,97,0,859851517,1,3.698.909,9.247.272,18.494.544,9.247.272,3.698.909,0,184.945.442
15,3916,184127582,Schneijder,123,warrior,362,Raid Team,0,0,0,86,52,0,0,0,3.682.552,9.206.379,18.412.758,9.206.379,3.682.552,0,184.127.582
11,3917,183978365,Messiaaaa,123,wizard,331, ,0,0,0,0,65,0,0,0,3.679.567,9.198.918,18.397.836,9.198.918,3.679.567,0,183.978.365
38,3918,183914173,Eccos,123,warrior,210,M1d Ni9ht,0,71,56,15,13,0,1017052,19,3.678.283,9.195.709,18.391.417,9.195.709,3.678.283,0,183.914.173
23,3919,183911733,Tyking,123,warrior,234,World 23,5,0,0,0,0,66,0,0,3.678.235,9.195.587,18.391.173,9.195.587,3.678.235,0,183.911.733
01,3920,183833477,Xprincex,123,warrior,211,L0ve,15,0,0,0,0,20,0,0,3.676.670,9.191.674,18.383.348,9.191.674,3.676.670,0,183.833.477
09,3921,183774881,Xialan,123,warrior,312, ,0,0,0,0,74,0,0,0,3.675.498,9.188.744,18.377.488,9.188.744,3.675.498,0,183.774.881
38,3922,182434356,Massacre,123,warrior,108,Spears,0,72,57,0,0,0,19649346,1,3.648.687,9.121.718,18.243.436,9.121.718,3.648.687,0,182.434.356
07,3923,182260776,Qzclaymore,123,wizard,262, ,0,0,0,0,98,0,0,0,3.645.216,9.113.039,18.226.078,9.113.039,3.645.216,0,182.260.776
36,3924,182255795,Sweetchild,123,wizard,270, ,0,0,0,0,52,0,0,0,3.645.116,9.112.790,18.225.580,9.112.790,3.645.116,0,182.255.795
38,3925,182076267,Salva,123,warrior,197,Pilipin4s,5,73,58,30,27,50,6820921,7,3.641.525,9.103.813,18.207.627,9.103.813,3.641.525,0,182.076.267
38,3926,181618485,Biasalhu,122,warrior,117,E V I L,5,74,59,0,0,55,68923,60,3.632.370,9.080.924,18.161.848,9.080.924,3.632.370,0,181.618.485
01,3927,180294337,Angws,122,warrior,323,Braterstwo,0,0,0,0,91,0,13812501,53,3.605.887,9.014.717,18.029.434,9.014.717,3.605.887,0,180.294.337
38,3928,179912101,Myoblast,122,warrior,184,Spears,0,75,60,39,35,0,19649346,1,3.598.242,8.995.605,17.991.210,8.995.605,3.598.242,0,179.912.101
15,3929,179886009,Derynfancy,122,wizard,318, ,0,0,0,0,74,0,0,0,3.597.720,8.994.300,17.988.601,8.994.300,3.597.720,0,179.886.009
09,3930,178891575,Darzana,122,warrior,181,Fearclan,5,0,0,0,0,73,0,0,3.577.832,8.944.579,17.889.158,8.944.579,3.577.832,0,178.891.575
32,3931,178868728,Cenarius,122,wizard,301,Rescuer,0,0,0,0,97,0,3235732,67,3.577.375,8.943.436,17.886.873,8.943.436,3.577.375,0,178.868.728
01,3932,177783199,Naufalnx,122,warrior,487,Sri Gala,0,0,0,3,2,0,102755498,9,3.555.664,8.889.160,17.778.320,8.889.160,3.555.664,0,177.783.199
07,3933,177183267,Vx,122,warrior,167,Last Mercy,10,0,0,0,0,47,13266198,31,3.543.665,8.859.163,17.718.327,8.859.163,3.543.665,0,177.183.267
38,3934,176930507,Lasakdarma,122,wizard,156,Spears,0,76,16,77,15,0,19649346,1,3.538.610,8.846.525,17.693.051,8.846.525,3.538.610,0,176.930.507
32,3935,176785931,Brusli,122,wizard,353,Blunder,0,0,0,87,29,0,2678771,74,3.535.719,8.839.297,17.678.593,8.839.297,3.535.719,0,176.785.931
23,3936,175700278,Drgalau,121,wizard,329, ,0,0,0,0,45,0,0,0,3.514.006,8.785.014,17.570.028,8.785.014,3.514.006,0,175.700.278
38,3937,174767903,Sub,121,warrior,120,M1d Ni9ht,0,77,61,0,0,0,1017052,19,3.495.358,8.738.395,17.476.790,8.738.395,3.495.358,0,174.767.903
01,3938,174168575,Probolt,121,warrior,352, ,0,0,0,84,49,0,0,0,3.483.372,8.708.429,17.416.858,8.708.429,3.483.372,0,174.168.575
02,3939,173880901,Railove,121,warrior,184,Dream Team,5,0,0,0,0,52,186655044,4,3.477.618,8.694.045,17.388.090,8.694.045,3.477.618,0,173.880.901
38,3940,173303536,Presiden,121,warrior,305,Bully,0,78,62,1,1,0,2515,95,3.466.071,8.665.177,17.330.354,8.665.177,3.466.071,0,173.303.536
32,3941,172106630,Ultranie,121,warrior,125,C I N T A,5,0,0,0,0,79,0,0,3.442.133,8.605.332,17.210.663,8.605.332,3.442.133,0,172.106.630
32,3942,171875191,Griss,121,wizard,319, ,0,0,0,0,71,0,0,0,3.437.504,8.593.760,17.187.519,8.593.760,3.437.504,0,171.875.191
38,3943,170875445,Godofwar,121,warrior,181,Team Work,0,79,63,42,36,0,7055650,6,3.417.509,8.543.772,17.087.544,8.543.772,3.417.509,0,170.875.445
02,3944,169614798,Acuxilhen,120,wizard,203,Mr T E A M,10,0,0,0,0,40,7019680,38,3.392.296,8.480.740,16.961.480,8.480.740,3.392.296,0,169.614.798
15,3945,169045633,Mahadaruna,120,warrior,343, ,0,0,0,0,80,0,0,0,3.380.913,8.452.282,16.904.563,8.452.282,3.380.913,0,169.045.633
07,3946,168794377,Right,120,wizard,301,The Ghosts,0,0,0,0,48,0,9830708,39,3.375.888,8.439.719,16.879.438,8.439.719,3.375.888,0,168.794.377
38,3947,168776980,Taroski,120,warrior,177,Pilipin4s,0,80,64,48,40,0,6820921,7,3.375.540,8.438.849,16.877.698,8.438.849,3.375.540,0,168.776.980
11,3948,168591204,Achal,120,wizard,105, ,10,0,0,0,0,43,0,0,3.371.824,8.429.560,16.859.120,8.429.560,3.371.824,0,168.591.204
33,3949,168234859,Amatearz,120,wizard,238,Lovely,0,0,0,0,96,0,3712079,39,3.364.697,8.411.743,16.823.486,8.411.743,3.364.697,0,168.234.859
32,3950,168108436,Xtremexd,120,warrior,190,Solo Army,10,0,0,0,0,43,338461959,2,3.362.169,8.405.422,16.810.844,8.405.422,3.362.169,0,168.108.436
36,3951,167910087,Bellaprch,120,wizard,234, ,0,0,0,0,67,0,0,0,3.358.202,8.395.504,16.791.009,8.395.504,3.358.202,0,167.910.087
11,3952,167784285,Deeznuts,120,wizard,51, ,5,0,0,0,0,50,0,0,3.355.686,8.389.214,16.778.428,8.389.214,3.355.686,0,167.784.285
11,3953,167561014,Hataraku,120,warrior,169,K O L E R,1,0,0,0,0,99,40214931,15,3.351.220,8.378.051,16.756.101,8.378.051,3.351.220,0,167.561.014
01,3954,166965030,Vezel,120,wizard,294,Over Kill,0,0,0,0,94,0,3144595,96,3.339.301,8.348.252,16.696.503,8.348.252,3.339.301,0,166.965.030
38,3955,166923474,Gas,120,warrior,117,Spears,0,81,65,0,0,0,19649346,1,3.338.469,8.346.174,16.692.347,8.346.174,3.338.469,0,166.923.474
23,3956,166807972,Alzein,120,warrior,355,Enjoy,0,0,0,68,47,0,194635315,3,3.336.159,8.340.399,16.680.797,8.340.399,3.336.159,0,166.807.972
23,3957,166276620,Keepsilent,120,warrior,176,Itme,5,0,0,0,0,65,0,0,3.325.532,8.313.831,16.627.662,8.313.831,3.325.532,0,166.276.620
38,3958,165703129,Dr,120,wizard,170,M1d Ni9ht,0,82,17,60,11,0,1017052,19,3.314.063,8.285.156,16.570.313,8.285.156,3.314.063,0,165.703.129
09,3959,165158363,Kingzl,120,wizard,295,Lolegend,0,0,0,0,70,0,0,0,3.303.167,8.257.918,16.515.836,8.257.918,3.303.167,0,165.158.363
32,3960,163953614,Kokoaaa,119,wizard,98,I Am Fine,5,0,0,0,0,72,713848785,1,3.279.072,8.197.681,16.395.361,8.197.681,3.279.072,0,163.953.614
36,3961,163696846,Tuxedocat,119,wizard,192,The Hunter,0,0,0,0,98,0,11548652,18,3.273.937,8.184.842,16.369.685,8.184.842,3.273.937,0,163.696.846
33,3962,160383526,Jr,119,warrior,125,Hell Devil,15,0,0,0,0,18,8417641,18,3.207.671,8.019.176,16.038.353,8.019.176,3.207.671,0,160.383.526
11,3963,160343770,Poworroot,119,wizard,189,Polygon,1,0,0,0,0,97,0,0,3.206.875,8.017.188,16.034.377,8.017.188,3.206.875,0,160.343.770
01,3964,160181191,Xucro,119,wizard,170,After Rain,5,0,0,0,0,70,32832263,23,3.203.624,8.009.060,16.018.119,8.009.060,3.203.624,0,160.181.191
23,3965,160123245,Hengking,119,wizard,157,Machav,10,0,0,0,0,46,0,0,3.202.465,8.006.162,16.012.324,8.006.162,3.202.465,0,160.123.245
32,3966,160083146,Jhazz,119,wizard,307, ,0,0,0,0,87,0,0,0,3.201.663,8.004.157,16.008.315,8.004.157,3.201.663,0,160.083.146
11,3967,159586593,Lucifers,119,warrior,110,My Heart,5,0,0,0,0,73,142655297,3,3.191.732,7.979.330,15.958.659,7.979.330,3.191.732,0,159.586.593
38,3968,159189362,Lietuwa,119,warrior,83,K I N G,0,83,66,0,0,0,4888017,8,3.183.787,7.959.468,15.918.936,7.959.468,3.183.787,0,159.189.362
38,3969,159118252,Kielendug,119,wizard,116,Pilipin4s,0,84,18,0,35,0,6820921,7,3.182.365,7.955.913,15.911.825,7.955.913,3.182.365,0,159.118.252
38,3970,158832154,Boybayo,118,wizard,144,Pilipin4s,0,85,19,89,17,0,6820921,7,3.176.643,7.941.608,15.883.215,7.941.608,3.176.643,0,158.832.154
38,3971,158811705,Playboy,118,warrior,102,Spears,0,86,67,0,0,0,19649346,1,3.176.234,7.940.585,15.881.170,7.940.585,3.176.234,0,158.811.705
07,3972,158542492,Velinger,118,warrior,184,C C C P,5,0,0,0,0,69,2366688,83,3.170.850,7.927.125,15.854.249,7.927.125,3.170.850,0,158.542.492
07,3973,157672093,Dinshe,118,wizard,302,Rbpc,0,0,0,0,45,0,0,0,3.153.442,7.883.605,15.767.209,7.883.605,3.153.442,0,157.672.093
38,3974,157494909,Dainis,118,warrior,121,Thungsim,0,87,68,0,0,0,18428470,3,3.149.898,7.874.745,15.749.491,7.874.745,3.149.898,0,157.494.909
34,3975,157051600,Kekashi,118,wizard,197, ,0,0,0,0,82,0,0,0,3.141.032,7.852.580,15.705.160,7.852.580,3.141.032,0,157.051.600
23,3976,156758101,Merl,118,wizard,166,Onicesport,7,0,0,0,0,29,0,0,3.135.162,7.837.905,15.675.810,7.837.905,3.135.162,0,156.758.101
37,3977,156029761,Agdu,118,wizard,256,Roleplay,0,0,0,0,73,0,2393982,29,3.120.595,7.801.488,15.602.976,7.801.488,3.120.595,0,156.029.761
15,3978,155859002,Gazerock,118,warrior,334,Rip W10,0,0,0,0,96,0,878458572,1,3.117.180,7.792.950,15.585.900,7.792.950,3.117.180,0,155.859.002
09,3979,155594176,Xiaohua,118,wizard,284, ,0,0,0,0,92,0,0,0,3.111.884,7.779.709,15.559.418,7.779.709,3.111.884,0,155.594.176
32,3980,155305038,Vallconz,118,warrior,335,5 G G 5,0,0,0,0,79,0,17455939,27,3.106.101,7.765.252,15.530.504,7.765.252,3.106.101,0,155.305.038
32,3981,154748456,Karyzi,118,warrior,120,Yutubbudiz,5,0,0,0,0,73,0,0,3.094.969,7.737.423,15.474.846,7.737.423,3.094.969,0,154.748.456
33,3982,154626455,Mrtauke,118,wizard,318,Dark Lord,0,0,0,94,33,0,4820686,30,3.092.529,7.731.323,15.462.646,7.731.323,3.092.529,0,154.626.455
38,3983,154036774,Blueskyz,118,warrior,210, ,0,88,69,16,14,0,0,0,3.080.735,7.701.839,15.403.677,7.701.839,3.080.735,0,154.036.774
32,3984,153983514,Sabilsz,118,warrior,364, ,0,0,0,70,48,0,0,0,3.079.670,7.699.176,15.398.351,7.699.176,3.079.670,0,153.983.514
02,3985,153018310,Luizinhow,117,wizard,286, ,0,0,0,0,91,0,0,0,3.060.366,7.650.916,15.301.831,7.650.916,3.060.366,0,153.018.310
02,3986,151683510,Azakashi,117,wizard,170,R T F,10,0,0,0,0,35,45275170,11,3.033.670,7.584.176,15.168.351,7.584.176,3.033.670,0,151.683.510
07,3987,150625555,Kagami,117,warrior,330,Immortals,0,0,0,58,36,0,99124772,6,3.012.511,7.531.278,15.062.556,7.531.278,3.012.511,0,150.625.555
38,3988,149854126,Marechall,117,warrior,138,M1d Ni9ht,0,89,70,99,82,0,1017052,19,2.997.083,7.492.706,14.985.413,7.492.706,2.997.083,0,149.854.126
37,3989,149612281,Duzza,117,warrior,125,H Y D R A,1,0,0,0,0,90,81994266,3,2.992.246,7.480.614,14.961.228,7.480.614,2.992.246,0,149.612.281
15,3990,148521787,Mrxiaolun,117,wizard,326,M E,0,0,0,0,62,0,0,0,2.970.436,7.426.089,14.852.179,7.426.089,2.970.436,0,148.521.787
38,3991,148070367,Amuk,116,warrior,184,Spears,0,90,71,41,33,0,19649346,1,2.961.407,7.403.518,14.807.037,7.403.518,2.961.407,0,148.070.367
38,3992,147180630,Maximus,116,warrior,161,Team Work,0,91,72,68,55,0,7055650,6,2.943.613,7.359.032,14.718.063,7.359.032,2.943.613,0,147.180.630
07,3993,146607843,Vulcanll,116,warrior,325,Qianrenxue,0,0,0,61,38,0,0,0,2.932.157,7.330.392,14.660.784,7.330.392,2.932.157,0,146.607.843
37,3994,145241307,Raberger,116,wizard,242,Angkor Kh,0,0,0,0,84,0,9981236,12,2.904.826,7.262.065,14.524.131,7.262.065,2.904.826,0,145.241.307
32,3995,145081169,Somepunk,116,wizard,317,Haoxiangni,0,0,0,0,74,0,134602058,5,2.901.623,7.254.058,14.508.117,7.254.058,2.901.623,0,145.081.169
23,3996,144501268,Alyen,116,wizard,343,Lunaticos,0,0,0,82,29,0,268123295,2,2.890.025,7.225.063,14.450.127,7.225.063,2.890.025,0,144.501.268
01,3997,144284412,Kingofsoul,116,warrior,319,Sri Gala,0,0,0,0,93,0,102755498,9,2.885.688,7.214.221,14.428.441,7.214.221,2.885.688,0,144.284.412
38,3998,144011753,Zeref,116,warrior,129,M1d Ni9ht,0,92,73,0,100,0,1017052,19,2.880.235,7.200.588,14.401.175,7.200.588,2.880.235,0,144.011.753
35,3999,143769921,Theblues,116,wizard,236,B R A V O,0,0,0,0,78,0,141634,91,2.875.398,7.188.496,14.376.992,7.188.496,2.875.398,0,143.769.921
38,4000,141811406,Hawky,115,warrior,146, ,0,93,74,88,72,0,0,0,2.836.228,7.090.570,14.181.141,7.090.570,2.836.228,0,141.811.406
34,4001,141495366,Vaynerd,115,wizard,229,O M E G A,0,0,0,0,60,0,30333666,9,2.829.907,7.074.768,14.149.537,7.074.768,2.829.907,0,141.495.366
38,4002,140661955,Tsryu,115,warrior,131,Thungsim,0,94,75,0,91,0,18428470,3,2.813.239,7.033.098,14.066.196,7.033.098,2.813.239,0,140.661.955
09,4003,140471557,Helixs,115,wizard,282,Vermilion,0,0,0,0,96,0,12532848,37,2.809.431,7.023.578,14.047.156,7.023.578,2.809.431,0,140.471.557
02,4004,140160037,Crushed,115,wizard,116,Mr T E A M,5,0,0,0,0,87,7019680,38,2.803.201,7.008.002,14.016.004,7.008.002,2.803.201,0,140.160.037
32,4005,140015837,Arrancer,115,warrior,322, ,0,0,0,0,96,0,0,0,2.800.317,7.000.792,14.001.584,7.000.792,2.800.317,0,140.015.837
38,4006,139951227,Tstorm,115,warrior,141,Thungsim,0,95,76,92,76,0,18428470,3,2.799.025,6.997.561,13.995.123,6.997.561,2.799.025,0,139.951.227
01,4007,139805999,Inf,115,warrior,211,After Rain,5,0,0,0,0,58,32832263,23,2.796.120,6.990.300,13.980.600,6.990.300,2.796.120,0,139.805.999
09,4008,139396601,Itokekl,115,warrior,309,S W A T,0,0,0,0,81,0,25787976,23,2.787.932,6.969.830,13.939.660,6.969.830,2.787.932,0,139.396.601
07,4009,137698059,Amatsukaze,114,wizard,268,H K Family,0,0,0,0,88,0,7867210,43,2.753.961,6.884.903,13.769.806,6.884.903,2.753.961,0,137.698.059
23,4010,137373811,Xxkataxx,114,wizard,152,P E A C E,10,0,0,0,0,31,41404016,13,2.747.476,6.868.691,13.737.381,6.868.691,2.747.476,0,137.373.811
02,4011,136682966,Rengoku,114,warrior,202,Gothsterz,5,0,0,0,0,64,859851517,1,2.733.659,6.834.148,13.668.297,6.834.148,2.733.659,0,136.682.966
02,4012,135773597,Aldrin,114,warrior,187,R T F,0,0,0,0,0,99,45275170,11,2.715.472,6.788.680,13.577.360,6.788.680,2.715.472,0,135.773.597
07,4013,135542550,Captwix,114,wizard,171,D3stroy3rz,5,0,0,0,0,55,47950965,18,2.710.851,6.777.128,13.554.255,6.777.128,2.710.851,0,135.542.550
32,4014,135501548,Darcus,114,warrior,176,Haoxiangni,1,0,0,0,0,98,134602058,5,2.710.031,6.775.077,13.550.155,6.775.077,2.710.031,0,135.501.548
01,4015,135003751,Rvz,114,warrior,87,After Rain,5,0,0,0,0,92,32832263,23,2.700.075,6.750.188,13.500.375,6.750.188,2.700.075,0,135.003.751
33,4016,134759390,Atsushi,114,wizard,232,Speedom,0,0,0,0,100,0,0,0,2.695.188,6.737.970,13.475.939,6.737.970,2.695.188,0,134.759.390
32,4017,134223225,Misterlove,114,wizard,139,Solo Army,5,0,0,0,0,57,338461959,2,2.684.464,6.711.161,13.422.322,6.711.161,2.684.464,0,134.223.225
37,4018,133444933,Moroz,113,warrior,96,Lovenlive,5,0,0,0,0,43,13304386,9,2.668.899,6.672.247,13.344.493,6.672.247,2.668.899,0,133.444.933
11,4019,133309855,Yuezx,113,wizard,341,L T U,0,0,0,0,56,0,225017120,2,2.666.197,6.665.493,13.330.986,6.665.493,2.666.197,0,133.309.855
33,4020,132706668,Jiee,113,warrior,70, ,10,0,0,0,0,30,0,0,2.654.133,6.635.333,13.270.667,6.635.333,2.654.133,0,132.706.668
09,4021,132566903,Mahaguru,113,warrior,93,S E R B U,5,0,0,0,0,72,0,0,2.651.338,6.628.345,13.256.690,6.628.345,2.651.338,0,132.566.903
01,4022,132415890,Halawa,113,warrior,314, ,0,0,0,0,100,0,0,0,2.648.318,6.620.794,13.241.589,6.620.794,2.648.318,0,132.415.890
37,4023,131950570,Metaverse,113,warrior,297, ,0,0,0,0,70,0,0,0,2.639.011,6.597.528,13.195.057,6.597.528,2.639.011,0,131.950.570
15,4024,131507560,Aseaa,113,wizard,306,Thekillers,0,0,0,0,89,0,0,0,2.630.151,6.575.378,13.150.756,6.575.378,2.630.151,0,131.507.560
35,4025,131426184,Imortal,113,warrior,244,Uniao Br,0,0,0,0,85,0,610508,48,2.628.524,6.571.309,13.142.618,6.571.309,2.628.524,0,131.426.184
38,4026,130441267,Lightfury,113,warrior,174,Pilipin4s,0,96,77,52,44,0,6820921,7,2.608.825,6.522.063,13.044.127,6.522.063,2.608.825,0,130.441.267
15,4027,130281160,Chincan,113,wizard,320,Y O U,0,0,0,0,71,0,396899359,3,2.605.623,6.514.058,13.028.116,6.514.058,2.605.623,0,130.281.160
